"","nome","partido","uf","dim1","dim2"
"271","José Carlos Araújo","psd","BA",-0.142710727224697,-0.326968017740026
"272","José Fogaça","pmdb","RS",-0.129311610738015,0.209622064507755
"273","José Guimarães","pt","CE",-0.580914098814929,0.0789394445199229
"274","José Maia Filho","solidaried","PI",-0.136483509791184,-0.00974422145151146
"275","José Mentor","pt","SP",-0.628696018600251,0.221351194064076
"276","José Nunes","psd","BA",-0.211710353052918,-0.294570461468981
"277","José Otávio Germano","pp","RS",0.300754046697526,0.0071232808186465
"278","José Priante","pmdb","PA",-0.186648022029948,-0.280778468908187
"279","José Reinaldo","psb","MA",0.178165708101995,-0.197020223191827
"280","José Rocha","pr","BA",-0.373537460160403,-0.246692409532907
"281","Jose Stédile","psb","RS",0.280411955512523,0.509556160498637
"282","Josi Nunes","pmdb","TO",-0.201681789417778,-0.208666357864633
"283","Josué Bengtson","ptb","PA",-0.0137421829159044,-0.229985241435781
"284","Jovair Arantes","ptb","GO",-0.157179028622619,-0.350885836266439
"285","Jozi Rocha","ptb","AP",-0.111856814053739,-0.261797441608305
"286","Júlia Marinho","psc","PA",0.407381523147884,-0.0517041168091628
"287","Júlio Cesar","psd","PI",-0.182121779665297,-0.290254593204849
"288","Júlio Delgado","psb","MG",0.228802287963364,0.155293056782561
"289","Julio Lopes","pp","RJ",0.0758971394200066,-0.293629854575867
"290","Junior Marreca","pen","MA",-0.0371799627292873,-0.155920590707269
"291","Juscelino Filho","prp","MA",-0.140890495545003,-0.271636003698985
"292","Jutahy Junior","psdb","BA",0.527312158316354,0.0378422797467786
"293","Kaio Maniçoba","phs","PE",-0.0368840727526706,-0.203733982329393
"294","Keiko Ota","psb","SP",0.228609819785065,0.0684799817223833
"295","Laercio Oliveira","solidaried","SE",0.264039097644831,-0.0202258631060492
"296","Laerte Bessa","pr","DF",-0.223654611437807,-0.25676558339992
"297","Laudivio Carvalho","pmdb","MG",-0.0572370738798101,-0.268763830616687
"298","Lázaro Botelho","pp","TO",-0.26784438963973,-0.359195172937038
"299","Leandre","pv","PR",0.4943233915661,0.347685335077054
"300","Lelo Coimbra","pmdb","ES",-0.112526734581605,-0.0400121037904471
"301","Leo de Brito","pt","AC",-0.637362210904085,0.266392653845628
"302","Leonardo Monteiro","pt","MG",-0.528077825849216,0.32218514007155
"303","Leonardo Picciani","pmdb","RJ",-0.249796443661004,-0.354076510659419
"304","Leonardo Quintão","pmdb","MG",-0.100899294576892,-0.308155376789899
"305","Leônidas Cristino","pros","CE",-0.385251737870576,-0.0542198471901296
"306","Leopoldo Meyer","psb","PR",0.259701135237415,0.25065451287436
"307","Lincoln Portela","pr","MG",-0.200041910607096,-0.0883356915125543
"308","Lindomar Garçon","pmdb","RO",-0.210556391993289,-0.331531287100586
"309","Lobbe Neto","psdb","SP",0.687473571806464,0.140347249782477
"310","Lucas Vergilio","solidaried","GO",0.6554834989792,0.0302659243374449
"311","Luciana Santos","pcdob","PE",-0.53384763455855,0.435913799603701
"312","Luciano Ducci","psb","PR",0.332653198173483,0.162608728746836
"313","Lucio Mosquini","pmdb","RO",-0.213961764446737,-0.315639999466584
"314","Lúcio Vale","pr","PA",-0.351811567453134,-0.277402714937903
"315","Lucio Vieira Lima","pmdb","BA",0.0153557898672926,-0.297456536769842
"316","Luis Carlos Heinze","pp","RS",0.728162225745801,0.0609425123255217
"317","Luis Tibé","ptdob","MG",-0.221832339644415,-0.0949016621199824
"318","Luiza Erundina","psb","SP",-0.0257819323705117,0.554382872121853
"319","Luiz Carlos Busato","ptb","RS",-0.253574945999295,-0.181759611782446
"320","Luiz Carlos Hauly","psdb","PR",0.595144102261172,0.12886205880471
"321","Luiz Carlos Ramos","psdc","RJ",-0.148977761881598,-0.220373164663466
"322","Luiz Cláudio","pr","RO",-0.302339231304829,-0.323688317983812
"323","Luiz Couto","pt","PB",-0.728476872738334,0.47616707292493
"324","Luiz Fernando Faria","pp","MG",-0.0924373531164417,-0.325357379032807
"325","Luizianne Lins","pt","CE",-0.381743860219498,0.366635337100408
"326","Luiz Lauro Filho","psb","SP",0.159636466525701,-0.107980767445166
"327","Luiz Nishimori","s.part.","PR",-0.23532756342947,-0.342822662025162
"328","Luiz Sérgio","pt","RJ",-0.547190884293872,0.284069043419339
"329","Macedo","psl","CE",-0.305986647885529,-0.0923653131747384
"330","Magda Mofatto","pr","GO",-0.229547399817792,-0.262719994787818
"331","Mainha","solidaried","PI",-0.0923857244889812,-0.0457230903391187
"332","Major Olimpio","pdt","SP",0.0123182028212414,0.16671503563371
"333","Mandetta","dem","MS",0.65266299111005,0.145004183648962
"334","Manoel Junior","pmdb","PB",-0.078971458045113,-0.295705927001341
"335","Mara Gabrilli","psdb","SP",0.45911379884555,0.0355622497028018
"336","Marcelo Aguiar","s.part.","SP",0.423930662587595,-0.109822999393692
"337","Marcelo Álvaro Antônio","prp","MG",-0.123468187664178,-0.0958006039865428
"338","Marcelo Aro","phs","MG",-0.0553234610693107,-0.328726113511809
"339","Marcelo Belinati","pp","PR",0.514732742094156,0.485233595931059
"340","Marcelo Castro","pmdb","PI",-0.200111437238579,-0.0787104384075495
"341","Marcelo Matos","pdt","RJ",-0.207105939386032,0.05371339543459
"342","Marcelo Squassoni","prb","SP",-0.234688469828212,-0.211310352553528
"343","Marcio Alvino","pr","SP",-0.313296600816874,-0.366157491979445
"344","Márcio Marinho","prb","BA",-0.323391211004608,-0.190155351864664
"345","Marco Maia","pt","RS",-0.522016901430899,0.251686218030757
"346","Marcon","pt","RS",-0.614055789716071,0.378635061828402
"347","Marcos Abrão","pps","GO",0.608790665843227,0.368065587501195
"348","Marcos Montes","psd","MG",-0.0606328817633216,-0.351973624379237
"349","Marcos Reategui","psc","AP",0.0726975097469832,0.0534296714366889
"350","Marcos Rogério","pdt","RO",0.00251127252491582,0.0994530941059484
"351","Marcos Rotta","pmdb","AM",-0.130285550686201,-0.37251218328888
"352","Marcos Soares","pr","RJ",0.052336656244256,-0.0979474115563797
"353","Marco Tebaldi","psdb","SC",0.672067841359261,0.013364587065274
"354","Marcus Pestana","psdb","MG",0.719610102378286,0.0773107001879264
"355","Marcus Vicente","pp","ES",0.123037494263081,-0.187796046860533
"356","Margarida Salomão","pt","MG",-0.635710072907617,0.318058273967605
"357","Maria do Rosário","pt","RS",-0.549993305579734,0.346537408575718
"358","Maria Helena","psb","RR",0.115903914888166,0.202135446163892
"359","Mariana Carvalho","psdb","RO",0.65129304055489,0.0665223151891887
"360","Marinaldo Rosendo","psb","PE",0.238660300863642,0.0445733179183557
"361","Marinha Raupp","pmdb","RO",-0.102967435193675,-0.079733704229327
"362","Mário Heringer","pdt","MG",0.0406901984245246,0.00140563037819248
"363","Mário Negromonte Jr.","pp","BA",-0.241396607030247,-0.320020216838692
"364","Marquinho Mendes","pmdb","RJ",-0.22443944325116,-0.421153420665367
"365","Marx Beltrão","pmdb","AL",0.0632617472018999,-0.218450656242522
"366","Maurício Quintella Lessa","pr","AL",-0.215361776227921,-0.27842954912942
"367","Mauro Lopes","pmdb","MG",-0.120767520469799,-0.34556575227392
"368","Mauro Mariani","pmdb","SC",-0.124774223748047,-0.367939829516112
"369","Mauro Pereira","pmdb","RS",-0.0339450715639067,-0.282746407637415
"370","Max Filho","psdb","ES",0.684325225125197,0.305769196044469
"371","Mendonça Filho","dem","PE",0.641216525274398,0.030372644155772
"372","Merlong Solano","pt","PI",-0.178748881730481,0.0662988208727764
"373","Miguel Haddad","psdb","SP",0.783028394173337,0.0785467964907535
"374","Miguel Lombardi","pr","SP",-0.343786276857012,-0.358277391766422
"375","Milton Monti","pr","SP",-0.328680941571956,-0.328454629317741
"376","Miro Teixeira","pdt","RJ",0.000250640245200134,0.00559407556171649
"377","Miro Teixeira","pros","RJ",0.202665369212652,0.567329489355682
"378","Miro Teixeira","rede","RJ",0.103176347078483,0.0752077288412951
"379","Misael Varella","dem","MG",0.180785837985775,-0.182534095862794
"380","Missionário José Olimpio","pp","SP",0.459725017568743,-0.112086064713085
"381","Moema Gramacho","pt","BA",-0.668308724180241,0.384497267349901
"382","Moroni Torgan","dem","CE",0.645216270844336,0.289976359797347
"383","Moses Rodrigues","pps","CE",0.583682779498822,0.374629149459434
"384","Nelson Marchezan Junior","psdb","RS",0.605842331882907,-0.00457619582685943
"385","Nelson Marquezelli","ptb","SP",-0.153251881840555,-0.314950428730315
"386","Nelson Meurer","pp","PR",-0.341072963767411,-0.301377103844473
"387","Newton Cardoso Jr","pmdb","MG",-0.254281152717185,-0.321788047217106
"388","Nilson Leitão","psdb","MT",0.754487451818697,0.0157164870488362
"389","Nilson Pinto","psdb","PA",0.768625311406043,0.0172937656022057
"390","Nilton Capixaba","ptb","RO",-0.0729061454761055,-0.261662243196168
"391","Nilto Tatto","pt","SP",-0.720207916071042,0.344082237340788
"392","Odelmo Leão","pp","MG",0.713093043453741,0.0352297726332381
"393","Odorico Monteiro","pt","CE",-0.574323949860908,0.0927391884253119
"394","Onyx Lorenzoni","dem","RS",0.408268247157921,-0.0332642332330933
"395","Orlando Silva","pcdob","SP",-0.656555090636295,0.501122421322695
"396","Osmar Bertoldi","dem","PR",0.309391653721767,0.0471687216638964
"397","Osmar Serraglio","pmdb","PR",-0.0614881445629963,-0.356747166630911
"398","Osmar Terra","pmdb","RS",0.0298435029908647,-0.0886763052946495
"399","Otavio Leite","psdb","RJ",0.481532347271564,0.00431198248742945
"400","Padre João","pt","MG",-0.603620975650715,0.404436632641947
"401","Paes Landim","ptb","PI",-0.201951384633478,-0.261295978657054
"402","Pastor Eurico","psb","PE",0.435380767408519,0.0345357371239404
"403","Pastor Franklin","ptdob","MG",-0.256247427450601,-0.216663429119369
"404","Pauderney Avelino","dem","AM",0.527902322895009,-0.0114787642301715
"405","Paulão","pt","AL",-0.591163003512922,0.32538647477596
"406","Paulo Abi-Ackel","psdb","MG",0.598865119671585,-0.0149212416318094
"407","Paulo Azi","dem","BA",0.522073001092959,-0.0418203038611081
"408","Paulo Feijó","pr","RJ",-0.0328382953320603,-0.211033562315724
"409","Paulo Foletto","psb","ES",0.171521499550159,0.179680711261886
"410","Paulo Freire","pr","SP",0.0409368554299921,-0.0843851961421076
"411","Paulo Magalhães","psd","BA",-0.415790945620124,-0.121138071546856
"412","Paulo Maluf","pp","SP",-0.0331858695678994,-0.165895504426177
"413","Paulo Pereira da Silva","s.part.","SP",0.360263456205639,-0.037713652949789
"414","Paulo Pimenta","pt","RS",-0.52854277103479,0.353265006579309
"415","Paulo Teixeira","pt","SP",-0.700246760935895,0.389718314789686
"416","Pedro Chaves","pmdb","GO",-0.228668991968061,-0.476696927116689
"417","Pedro Cunha Lima","psdb","PB",0.754442949113682,0.141526700258362
"418","Pedro Fernandes","ptb","MA",-0.223608448671616,-0.18418340281033
"419","Pedro Uczai","pt","SC",-0.544727703635738,0.509906098252624
"420","Pedro Vilela","psdb","AL",0.754991215084614,0.067559782472595
"421","Penna","pv","SP",0.051911252064547,0.22554673990285
"422","Pepe Vargas","pt","RS",-0.0933193886963825,0.00116234348474296
"423","Pompeo de Mattos","pdt","RS",-0.137125436711444,0.139179945667478
"424","Pr. Marco Feliciano","psc","SP",0.278555596901482,0.0758218291201968
"425","Professora Dorinha Seabra Rezende","dem","TO",0.572982841664314,0.335341859036346
"426","Professora Marcivania","pt","AP",-0.552714126266809,0.434339729158419
"427","Professor Victório Galli","psc","MT",0.490049331005905,0.017137314208958
"428","Rafael Motta","pros","RN",-0.230806318016981,0.0821513100929746
"429","Raimundo Gomes de Matos","psdb","CE",0.682025298491684,0.00668692417509679
"430","Raquel Muniz","psc","MG",0.41942377331089,-0.112293789951821
"431","Raul Jungmann","pps","PE",0.283021653429206,0.438784827109999
"432","Reginaldo Lopes","pt","MG",-0.494798908769402,0.206684514448736
"433","Remídio Monai","pr","RR",-0.134268158674643,-0.288271172575076
"434","Renata Abreu","ptn","SP",-0.354014464690257,-0.0624929610321413
"435","Renato Molling","pp","RS",0.0649533278033953,-0.204277324119531
"436","Renzo Braz","pp","MG",0.417010512038003,-0.071750256430422
"437","Ricardo Barros","pp","PR",-0.267872668680913,-0.166501992334576
"438","Ricardo Izar","psd","SP",-0.172335755251168,-0.173748460552784
"439","Ricardo Teobaldo","ptb","PE",-0.185400232025113,-0.262753213826321
"440","Ricardo Tripoli","psdb","SP",0.711656007267608,0.0749714308860452
"441","Roberto Alves","prb","SP",-0.318934035941134,-0.209302162091029
"442","Roberto Balestra","pp","GO",0.511872953090091,-0.099468022907082
"443","Roberto Britto","pp","BA",-0.170961684813019,-0.389319863215808
"444","Roberto Freire","pps","SP",0.426822218561313,0.415597597986889
"445","Roberto Góes","pdt","AP",-0.0988758843395008,0.132744178132423
"446","Roberto Sales","prb","RJ",-0.218571469843335,-0.135684078011633
"447","Rocha","psdb","AC",0.704825317192277,0.136986100580542
"448","Rodrigo de Castro","psdb","MG",0.72823999707556,0.00415149817397547
"449","Rodrigo Garcia","dem","SP",0.0926304018462739,0.00686924317451939
"450","Rodrigo Maia","dem","RJ",0.377339066873901,-0.107352751625753
"451","Rodrigo Martins","psb","PI",0.388974248191161,0.170483618176708
"452","Rodrigo Pacheco","pmdb","MG",-0.208812148891059,-0.147496155082528
"453","Rogério Marinho","psdb","RN",0.713931219417021,-0.0124501974167039
"454","Rogério Peninha Mendonça","pmdb","SC",-0.163614398389061,-0.340140668397961
"455","Rogério Rosso","psd","DF",-0.211659008290598,-0.269328897372813
"456","Rômulo Gouveia","psd","PB",-0.125648180320856,-0.244985080626087
"457","Ronaldo Benedet","pmdb","SC",-0.237778617960216,-0.382089720298303
"458","Ronaldo Carletto","pp","BA",-0.00503798710612984,-0.287998989789875
"459","Ronaldo Fonseca","s.part.","DF",-0.0406935818660442,0.0712466888739446
"460","Ronaldo Lessa","pdt","AL",-0.154248046118418,0.248719047603541
"461","Ronaldo Martins","prb","CE",-0.0298091371190821,-0.0333042984746112
"462","Ronaldo Nogueira","ptb","RS",0.0208811954948151,-0.0370424161660876
"463","Roney Nemer","pmdb","DF",-0.162697227154179,-0.224036537400277
"464","Rosângela Curado","pdt","MA",-0.0973174454285671,-0.0434158598051743
"465","Rosangela Gomes","prb","RJ",-0.309278763326543,-0.168721878440196
"466","Rossoni","psdb","PR",0.426608916301627,-0.0565828001119002
"467","Rubens Bueno","pps","PR",0.592488977166227,0.440078978746166
"468","Rubens Otoni","pt","GO",-0.472610365448089,0.193352938887145
"469","Rubens Pereira Júnior","pcdob","MA",-0.530612642315378,0.498649501811187
"470","Ságuas Moraes","pt","MT",-0.593388492220602,0.268110123925911
"471","Samuel Moreira","psdb","SP",0.771028341492459,0.0855644086915251
"472","Sandes Júnior","pp","GO",-0.181687928177643,-0.260832293557201
"473","Sandro Alex","pps","PR",0.626411753695708,0.313827527797927
"474","Saraiva Felipe","pmdb","MG",-0.250917940223913,-0.237854644426943
"475","Sarney Filho","pv","MA",-0.0953834380545443,0.149977158468284
"476","Sérgio Brito","psd","BA",-0.139834087451343,-0.274005405358882
"477","Sérgio Moraes","ptb","RS",0.30424009102131,0.0103043754674281
"478","Sérgio Reis","prb","SP",-0.171452920510296,-0.111665748415303
"479","Sergio Souza","pmdb","PR",-0.194987469452027,-0.416839307182262
"480","Sergio Vidigal","pdt","ES",-0.215072092083722,0.243213636853617
"481","Sergio Zveiter","psd","RJ",-0.100013513352697,-0.20179013713792
"482","Shéridan","psdb","RR",0.685134770595379,0.0474157760721337
"483","Sibá Machado","pt","AC",-0.536130773712077,0.209824526187762
"484","Silas Brasileiro","pmdb","MG",-0.115147418123021,-0.259571010508963
"485","Silas Câmara","psd","AM",-0.158054242247277,-0.256821611568345
"486","Silas Freire","pr","PI",-0.278631657968249,0.117269505468049
"487","Silvio Costa","s.part.","PE",-0.409751697531231,-0.0407551553067197
"488","Silvio Torres","psdb","SP",0.709990300651689,0.0458925267063524
"489","Simão Sessim","pp","RJ",-0.143927064985137,-0.21373287276236
"490","Simone Morgado","pmdb","PA",-0.290920077987556,-0.101364916308296
"491","Soraya Santos","pmdb","RJ",-0.150373083127168,-0.358698627546517
"492","Sóstenes Cavalcante","psd","RJ",0.329358054193426,-0.168126863909172
"493","Stefano Aguiar","s.part.","MG",0.394077866618033,0.0170875448564628
"494","Subtenente Gonzaga","pdt","MG",-0.202222213405788,0.190978445972757
"495","Tadeu Alencar","psb","PE",0.0818594356334758,0.502022385040836
"496","Takayama","psc","PR",0.0675822795144275,-0.12538312031243
"497","Tenente Lúcio","psb","MG",0.192835820138983,0.0983350146810073
"498","Tereza Cristina","psb","MS",0.265262835759062,-0.0841496042430956
"499","Tia Eron","prb","BA",-0.20757578315416,-0.130173957632478
"500","Tiririca","pr","SP",-0.133423527372767,-0.208203300977628
"501","Toninho Pinheiro","pp","MG",-0.127237845290246,-0.270905107963267
"502","Toninho Wandscheer","pt","PR",-0.523225556978956,0.157952300884617
"503","Uldurico Junior","ptc","BA",-0.227442103810104,0.110073692486391
"504","Valadares Filho","psb","SE",0.259932696560412,0.169152490456066
"505","Valdir Colatto","pmdb","SC",0.287967267877162,-0.0686868849505412
"506","Valmir Assunção","pt","BA",-0.672990781435099,0.374285702341449
"507","Valmir Prascidelli","pt","SP",-0.604583212019966,0.233827479720668
"508","Valtenir Pereira","s.part.","MT",-0.415254448027558,-0.0391302357983827
"509","Vanderlei Macris","psdb","SP",0.612592948944212,0.110851218870637
"510","Vander Loubet","pt","MS",-0.311900043634636,0.120269151685945
"511","Veneziano Vital do Rêgo","pmdb","PB",-0.111048114053744,-0.187306889624779
"512","Vicente Arruda","pr","CE",-0.000106939837952041,-0.00238680557299903
"513","Vicente Arruda","pros","CE",-0.102503713653124,-0.0536197714187243
"514","Vicente Candido","pt","SP",-0.460552335294398,0.141389957976558
"515","Vicentinho","pt","SP",-0.655496083756175,0.282033270207485
"516","Vicentinho Júnior","psb","TO",-0.186753314160638,-0.214635472823634
"517","Victor Mendes","pv","MA",-0.015825289797824,0.0591780466338367
"518","Vinicius Carvalho","prb","SP",-0.238802996083415,-0.186636263219664
"519","Vinicius Gurgel","pr","AP",-0.129356418224896,-0.199509255147206
"520","Vitor Lippi","psdb","SP",0.670990752477221,0.017347671354591
"521","Vitor Valim","pmdb","CE",0.494697539738659,0.012695211900974
"522","Wadih Damous","pt","RJ",-0.372821654619074,0.311859127299673
"523","Wadson Ribeiro","pcdob","MG",-0.57031517870556,0.562805471138364
"524","Waldenor Pereira","pt","BA",-0.510458726997303,0.467737216877337
"525","Waldir Maranhão","pp","MA",-0.0622464188730156,-0.16111358775807
"526","Walney Rocha","ptb","RJ",0.0689369474022069,-0.187623385014194
"527","Walter Alves","pmdb","RN",-0.149119319759648,-0.433596304454005
"528","Walter Ihoshi","psd","SP",-0.163634316202089,-0.289799892237734
"529","Washington Reis","pmdb","RJ",-0.284705006106819,-0.304136308921091
"530","Weliton Prado","pt","MG",0.143085260601567,0.409111926350135
"531","Wellington Roberto","pr","PB",-0.220785024063842,-0.265724903402935
"532","Weverton Rocha","pdt","MA",-0.120927706022895,0.139873333850476
"533","William Woo","pv","SP",0.226050528793326,0.0828990403918352
"534","Wilson Filho","ptb","PB",-0.186347797117958,-0.25942183193971
"535","Wolney Queiroz","pdt","PE",-0.101881494536133,0.302863369201546
"536","Zeca Cavalcanti","ptb","PE",-0.368226282374789,-0.227867687587612
"537","Zeca Dirceu","pt","PR",-0.537747920915686,0.201860417706178
"538","Zeca do Pt","pt","MS",-0.49342781534205,0.145526497870155
"539","Zé Carlos","pt","MA",-0.505482754537543,0.406690643215027
"540","Zé Geraldo","pt","PA",-0.543014547777693,0.239545536022369
"541","Zenaide Maia","pr","RN",-0.372586956629253,0.0659605646645388
"542","Zé Silva","s.part.","MG",0.578775667388795,0.00805360240621581
