id_dep,nome,partido,uf,Cobrança de cursos em universidades públicas,Coincidência reeleição,Cota para mulheres legislativo,Distritao,Financiamento privado para partidos,Financiamento privado para partidos e candidatos,Infaticídio indígena,Lei trabalhista,Maioridade 1,Maioridade 2,Pensão,Reeleição,Seguro Desemprego,Tempo Mandato,Terceirização,Terceirização total 2017,Terrorismo,Transgênico,Tributação serviços de internet,Voto Facultativo,Voto impresso,Impeachment,Prosseguimento da denúncia contra Temer
141454,Alfredo Kaefer,psl,PR,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,-1,0,1,1,0
178892,Dâmina Pereira,psl,MG,1,1,-1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,-1,0,-1,1,0
74171,Chico Alencar,psol,RJ,0,0,1,0,-3,0,0,0,0,-3,0,1,0,1,0,0,0,0,0,0,1,0,1
134812,Edmilson Rodrigues,psol,PA,0,0,1,0,-3,0,0,0,0,-3,0,1,0,1,0,0,0,0,0,0,1,0,1
152605,Glauber Braga,psol,RJ,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
73531,Ivan Valente,psol,SP,0,0,1,0,-3,0,0,0,0,-3,0,1,0,1,0,0,0,0,0,0,1,0,1
160672,Jean Wyllys,psol,RJ,0,0,1,0,-3,0,0,0,0,-3,0,1,0,1,0,0,0,0,0,0,1,0,1
74784,Luiza Erundina,psol,SP,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,1
178890,Adelmo Carneiro Leão,pt,MG,0,-1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,-1,0,1
160508,Afonso Florence,pt,BA,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1
178973,Ana Perugini,pt,SP,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1
178974,Andres Sanchez,pt,SP,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1
178837,Angelim,pt,AC,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,-2,0,1,0,1
73433,Arlindo Chinaglia,pt,SP,0,0,1,0,0,0,-1,0,0,0,1,1,1,1,0,0,1,0,-1,0,1,0,1
159237,Assis Carvalho,pt,PI,1,0,-1,0,0,0,0,0,-1,-1,1,1,1,1,0,0,1,0,1,0,-1,0,1
73701,Benedita da Silva,pt,RJ,0,0,1,0,0,0,-1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1
141335,Beto Faro,pt,PA,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1
160538,Bohn Gass,pt,RS,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,-2,0,1,0,1
178853,Caetano,pt,BA,0,0,1,0,0,0,-1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1
141398,Carlos Zarattini,pt,SP,1,0,-1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,-1,0,1
141439,Chico D´Angelo,pt,RJ,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1
141413,Décio Lima,pt,SC,0,0,1,0,0,0,0,0,0,0,-1,1,1,1,0,0,-1,0,1,-1,1,0,1
132504,Enio Verri,pt,PR,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1
160575,Erika Kokay,pt,DF,0,0,1,0,0,0,0,0,0,0,-1,1,-1,1,0,-1,1,0,1,0,1,0,1
146829,Fabiano Horta,pt,RJ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,0,-1,-1,0,-1,-1,-1,-1,-1
73481,Fernando Marroni,pt,RS,-1,0,1,0,0,0,0,-1,0,0,1,1,1,1,0,-1,1,0,1,0,1,-1,-1
129037,Gabriel Guimarães,pt,MG,1,0,-1,0,0,0,0,-1,0,0,1,1,1,1,-1,-1,1,0,-1,0,-1,0,1
178872,Givaldo Vieira,pt,ES,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1
178873,Helder Salomão,pt,ES,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,-2,0,1,0,1
73482,Henrique Fontana,pt,RS,-1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1
178857,Jorge Solla,pt,BA,0,1,1,0,0,0,-1,0,0,0,1,1,1,1,0,-1,1,0,-1,0,1,0,1
141464,José Airton Cirilo,pt,CE,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,-1,0,1,0,1,0,1
141470,José Guimarães,pt,CE,1,0,-1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,-1,0,1,0,1
74275,José Mentor,pt,SP,-1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,-1,1,0,-1,0,1,0,1
178970,João Daniel,pt,SE,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1
178825,Leo de Brito,pt,AC,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,-1,0,1,0,1
74156,Leonardo Monteiro,pt,MG,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,-1,0,1,0,1,0,1
74041,Luiz Couto,pt,PB,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1
74688,Luiz Sérgio,pt,RJ,-1,0,1,0,0,0,0,0,0,0,-1,1,1,1,0,0,1,1,1,0,-1,0,1
178866,Luizianne Lins,pt,CE,0,0,1,0,0,0,-1,0,0,0,-1,1,-1,1,0,0,1,0,1,0,1,0,1
133373,Marco Maia,pt,RS,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1
160535,Marcon,pt,RS,0,0,1,0,0,0,0,0,0,0,-1,1,-1,1,0,0,0,0,1,0,1,0,1
171619,Margarida Salomão,pt,MG,-2,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1
74398,Maria do Rosário,pt,RS,0,0,1,0,0,0,-1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1
188097,Merlong Solano,pt,PI,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-2,-1,-1,-1,-1,-1
178859,Moema Gramacho,pt,BA,0,0,1,0,0,0,0,-1,0,0,1,1,1,1,0,-1,1,0,1,0,-1,0,-1
74571,Nelson Pellegrino,pt,BA,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1
178986,Nilto Tatto,pt,SP,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1
160556,Padre João,pt,MG,0,0,1,0,0,0,0,0,0,0,-1,1,-1,1,0,0,1,0,1,0,1,0,1
74160,Patrus Ananias,pt,MG,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1
74400,Paulo Pimenta,pt,RS,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,-1,0,1,0,1
141488,Paulo Teixeira,pt,SP,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,-1,0,-1,0,1,0,1
171617,Paulão,pt,AL,-2,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1
160604,Pedro Uczai,pt,SC,0,0,1,0,0,0,0,0,0,0,-1,1,-1,1,0,0,1,0,-2,0,1,0,1
141445,Pepe Vargas,pt,RS,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1
74161,Reginaldo Lopes,pt,MG,0,0,1,0,0,0,-1,0,0,0,1,1,1,1,-1,0,1,-1,-1,0,0,0,1
91208,Robinson Almeida,pt,BA,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
74371,Rubens Otoni,pt,GO,1,0,1,0,0,0,1,0,0,0,1,1,1,1,-1,0,1,0,1,0,1,0,1
160613,Sibá Machado,pt,AC,1,0,1,0,0,0,0,-1,0,0,1,1,1,1,0,-1,-1,0,-1,0,1,0,-1
160630,Ságuas Moraes,pt,MT,0,0,1,0,0,0,0,0,0,0,1,1,-1,1,0,0,1,-1,1,0,1,0,1
160610,Valmir Assunção,pt,BA,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1
113247,Valmir Prascidelli,pt,SP,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,-1,0,1,0,-1,0,1
74376,Vander Loubet,pt,MS,0,1,-1,0,0,0,1,0,0,-1,1,1,1,1,0,0,1,-1,-1,0,-1,0,1
160622,Vicente Candido,pt,SP,1,0,1,0,0,0,-1,0,0,0,1,1,1,1,0,0,-1,0,-1,0,-1,0,1
74283,Vicentinho,pt,SP,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1
189593,Wadih Damous,pt,RJ,0,0,1,0,0,0,0,0,0,0,-1,1,-1,1,-1,0,0,-1,1,0,1,0,1
160569,Waldenor Pereira,pt,BA,0,0,1,0,0,0,-1,0,0,0,1,1,1,1,0,0,-1,0,1,0,1,0,1
160592,Zeca Dirceu,pt,PR,0,0,1,0,0,0,0,-1,0,0,1,0,1,1,0,0,1,0,-1,0,1,0,1
178902,Zeca do Pt,pt,MS,0,1,-1,0,0,0,0,0,-1,-1,1,1,1,1,0,0,1,0,1,0,-1,0,1
178889,Zé Carlos,pt,MA,-1,0,1,0,0,0,0,0,0,0,-1,1,-1,1,0,0,0,0,1,0,1,0,1
73931,Zé Geraldo,pt,PA,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,-1,0,1,0,1
178914,Adalberto Cavalcanti,ptb,PE,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,1,-1,1,1,1,0,0
73458,Alex Canziani,ptb,PR,1,0,1,0,1,1,-1,1,0,0,1,0,1,0,1,1,1,1,-1,-1,1,1,0
73434,Arnaldo Faria de Sá,ptb,SP,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1
74291,Arnon Bezerra,ptb,CE,1,-1,-1,1,1,1,1,-1,1,0,1,0,1,-1,1,-1,-1,1,-1,-1,1,0,-1
74535,Benito Gama,ptb,BA,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,-1,1,0,1,1,0
93472,Cristiane Brasil,ptb,RJ,-1,-1,1,1,1,1,1,1,1,1,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,1,0
74172,Deley,ptb,RJ,1,-1,1,1,1,1,1,0,0,-1,0,1,0,-1,0,0,1,0,-2,-1,1,1,1
160572,Jorge Côrte Real,ptb,PE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,0,1,1,0
74351,Josué Bengtson,ptb,PA,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0
73666,Jovair Arantes,ptb,GO,1,1,-2,1,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,-1,0,1,1,0
141485,Luiz Carlos Busato,ptb,RS,1,-1,1,1,1,1,1,-1,0,0,1,1,1,-1,1,-1,1,-1,-1,-1,-1,1,-1
73553,Nelson Marquezelli,ptb,SP,1,1,0,1,1,1,-1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0
74359,Nilton Capixaba,ptb,RO,1,1,1,-1,-1,-1,1,1,1,1,1,-1,0,1,1,1,1,-1,1,0,1,1,0
74319,Paes Landim,ptb,PI,1,0,-1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,-1,0,1,0,0
74449,Pedro Fernandes,ptb,MA,-1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0
163321,Ronaldo Nogueira,ptb,RS,1,-1,0,0,1,1,1,1,1,1,0,1,0,0,0,-1,1,0,1,0,1,1,0
141522,Sabino Castelo Branco,ptb,AM,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0
141542,Sérgio Moraes,ptb,RS,1,1,0,1,1,1,1,0,1,1,0,1,0,1,-1,0,0,1,-1,0,1,1,0
160636,Wilson Filho,ptb,PB,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,-1
178923,Zeca Cavalcanti,ptb,PE,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,1,1,0,-1,0,0
178938,Cabo Daciolo,ptdob,RJ,0,0,-1,-1,0,-1,-1,0,0,0,0,1,0,0,0,0,0,0,-1,1,-1,1,1
160510,Luis Tibé,ptdob,MG,-1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
146949,Rosinha da Adefal,ptdob,AL,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
4930,Silvio Costa,ptdob,PE,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1
133374,Ademir Camilo,ptn,MG,1,1,0,1,0,0,1,0,1,1,-1,1,0,1,0,0,1,1,1,0,1,-1,0
178875,Alexandre Baldy,ptn,GO,1,0,-2,-1,-1,-1,-1,1,1,1,0,-1,0,1,1,1,1,1,-1,1,1,1,0
178881,Aluisio Mendes,ptn,MA,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0
178950,Antônio Jácome,ptn,RN,0,1,-1,0,1,0,1,0,1,1,0,1,0,0,-1,-2,1,1,1,1,1,1,1
69871,Bacelar,ptn,BA,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1
178993,Carlos Henrique Gaguim,ptn,TO,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
178830,Dr. Sinval Malheiros,ptn,SP,1,-1,1,0,1,0,1,0,0,1,0,1,0,-1,-1,1,-1,0,1,-1,1,1,0
178830,Dr. Sinval Malheiros,ptn,SP,1,-1,1,0,1,0,1,0,0,1,0,1,0,-1,-1,1,-1,0,1,-1,1,1,0
178941,Ezequiel Teixeira,ptn,RJ,1,0,-2,-2,1,1,1,-1,1,1,0,1,-1,1,1,1,1,1,1,1,1,1,0
178907,Francisco Chapadinha,ptn,PA,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,0,1,1,0
178851,Jozi  Araújo,ptn,AP,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,-1,1,-1,0,1,0,0
178802,Luiz Carlos Ramos,ptn,RJ,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
178989,Renata Abreu,ptn,SP,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,1,1
178920,Ricardo Teobaldo,ptn,PE,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,0,-1,0,0
73584,Antonio Carlos Mendes Thame,pv,SP,1,0,1,0,1,1,1,1,-1,-1,-1,1,0,0,-1,1,1,-1,1,0,1,-1,1
178871,Evair Vieira de Melo,pv,ES,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1
178828,Evandro Gussi,pv,SP,1,0,-1,1,1,1,0,1,0,0,0,1,0,1,1,1,-1,0,1,0,1,1,0
178832,Leandre,pv,PR,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1
80920,Penna,pv,SP,-1,0,1,0,1,0,0,-1,1,0,-1,1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1
160653,Roberto de Lucena,pv,SP,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,0
74210,Sarney Filho,pv,MA,-1,1,1,0,1,0,0,-1,0,0,1,-1,1,1,-1,-1,1,0,-1,1,-1,1,0
178863,Uldurico Junior,pv,BA,1,1,-1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,-1,1,1
141563,William Woo,pv,SP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,1,-1,-1,0,-1,-1,-1,-1,-1
160511,Alessandro Molon,rede,RJ,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1
178927,Aliel Machado,rede,PR,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,-1,1,0,1
178965,João Derly,rede,RS,0,-1,1,1,0,0,-1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1
74862,Miro Teixeira,rede,RJ,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
73655,Augusto Carvalho,solidaried,DF,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1
160665,Augusto Coutinho,solidaried,PE,1,-1,0,0,1,1,1,1,1,1,0,0,0,-1,1,1,1,1,-1,-1,1,1,0
160512,Aureo,solidaried,RJ,1,-1,1,0,1,1,1,0,0,0,0,1,0,-1,1,0,1,-1,1,-1,1,1,0
74040,Benjamin Maranhão,solidaried,PB,1,-1,-2,0,1,1,1,1,1,1,0,1,0,-1,1,1,1,1,1,-1,1,1,0
74163,Carlos Manato,solidaried,ES,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1
160646,Delegado Francischini,solidaried,PR,-1,1,1,1,1,1,1,0,1,1,-1,1,-1,1,-1,-1,1,-1,-1,0,1,1,1
160669,Genecias Noronha,solidaried,CE,1,1,-1,1,1,1,-1,-1,1,-1,0,1,0,1,1,1,1,-1,1,0,-1,1,0
151208,Laercio Oliveira,solidaried,SE,1,-1,1,1,-1,1,1,1,1,-1,0,1,0,-1,1,1,1,1,1,-1,1,1,1
178894,Laudivio Carvalho,solidaried,MG,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,-1,1,1,1,1,1,1,1
178879,Lucas Vergilio,solidaried,GO,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0
178826,Major Olimpio,solidaried,SP,1,1,-2,0,0,0,1,0,1,1,-1,1,0,1,1,1,0,0,1,0,1,1,1
141518,Paulo Pereira da Silva,solidaried,SP,1,1,-2,1,-1,1,1,0,1,1,0,-1,0,1,1,0,0,1,-1,1,1,1,0
73930,Wladimir Costa,solidaried,PA,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,0
160632,Zé Silva,solidaried,MG,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0
5830733,Sebastião Oliveira,pr,PE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,0
5830295,Capitão Fábio Abreu,ptb,PI,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
5830460,Rejane Dias,pt,PI,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
193726,Paulo Martins,psdb,PR,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
5830318,Miguel Corrêa,pt,MG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
5830368,Arnaldo Jardim,pps,SP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
5830480,Rodrigo Garcia,dem,SP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
141385,Duarte Nogueira,psdb,SP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
74141,Josias Gomes,pt,BA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
74478,Luciano Bivar,psl,PE,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
5830923,Rogerio Silva,pmdb,MT,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
